ID;NAME;STATUS;PREFIXES AS URL;PREFIXES AS LRU;HOME PAGE;START PAGES;CRAWLED;CRAWLING STATUS;INDEXING STATUS;INDEGREE;OUTDEGREE;NEIGHBOORS COUNT;TOTAL KNOWN PAGES;CRAWLED PAGES;CREATION TIMESTAMP;CREATION DATE;LAST MODIFICATION TIMESTAMP;LAST MODIFICATION DATE;Press (TAGS);HigherEd (TAGS);National Orgs (TAGS);AfroLatinAmericanWeb (TAGS);Arts&Entertainement (TAGS);Latin American Web (TAGS);AfricanWeb (TAGS);AfricanAmericanWeb (TAGS);Web Commons (TAGS);other (TAGS);createdBy (TECHNICAL INFO);mergedWebEntities (TECHNICAL INFO);recrawlNeeded (TECHNICAL INFO)
1257;Us-Cubanormalization.org;IN;http://us-cubanormalization.org http://www.us-cubanormalization.org https://us-cubanormalization.org https://www.us-cubanormalization.org;s:https|h:org|h:us-cubanormalization| s:https|h:org|h:us-cubanormalization|h:www| s:http|h:org|h:us-cubanormalization| s:http|h:org|h:us-cubanormalization|h:www|;http://www.us-cubanormalization.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:12.223Z;1,57E+12;2019-11-14T14:33:36.216Z;;;;;;Academic / Research;;;;;;;
1258;Sagepub.com;IN;http://sagepub.com http://www.sagepub.com https://sagepub.com https://www.sagepub.com;s:https|h:com|h:sagepub| s:https|h:com|h:sagepub|h:www| s:http|h:com|h:sagepub| s:http|h:com|h:sagepub|h:www|;http://www.sagepub.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:12.223Z;1,57E+12;2019-11-07T14:48:22.783Z;;;;;publishing;;;;;;;;
1259;Harlemstage.org;IN;http://harlemstage.org http://www.harlemstage.org https://harlemstage.org https://www.harlemstage.org;s:https|h:org|h:harlemstage| s:https|h:org|h:harlemstage|h:www| s:http|h:org|h:harlemstage| s:http|h:org|h:harlemstage|h:www|;http://www.harlemstage.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:12.223Z;1,57E+12;2019-11-13T15:36:05.075Z;;;;;;;;culture;;;;;
1260;Nyfolklore.org;IN;http://nyfolklore.org http://www.nyfolklore.org https://nyfolklore.org https://www.nyfolklore.org;s:https|h:org|h:nyfolklore| s:https|h:org|h:nyfolklore|h:www| s:http|h:org|h:nyfolklore| s:http|h:org|h:nyfolklore|h:www|;http://www.nyfolklore.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:12.223Z;1,57E+12;2019-11-14T13:25:35.603Z;;;Foundations/NGOs;;;;;;;;;;
1261;Ny1Noticias.com;IN;http://ny1noticias.com http://www.ny1noticias.com https://ny1noticias.com https://www.ny1noticias.com;s:https|h:com|h:ny1noticias| s:https|h:com|h:ny1noticias|h:www| s:http|h:com|h:ny1noticias| s:http|h:com|h:ny1noticias|h:www|;http://www.ny1noticias.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:12.223Z;1,57E+12;2019-11-07T14:56:29.615Z;press;;;;;;;;;;;;
1263;Jazzgallery.nyc;IN;http://jazzgallery.nyc http://www.jazzgallery.nyc https://jazzgallery.nyc https://www.jazzgallery.nyc;s:https|h:nyc|h:jazzgallery| s:https|h:nyc|h:jazzgallery|h:www| s:http|h:nyc|h:jazzgallery| s:http|h:nyc|h:jazzgallery|h:www|;http://www.jazzgallery.nyc;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:12.223Z;1,57E+12;2019-11-07T14:25:27.872Z;;;;;art galleries;;;;;;;;
1264;Programaacua.org;IN;http://programaacua.org http://www.programaacua.org https://programaacua.org https://www.programaacua.org;s:https|h:org|h:programaacua| s:https|h:org|h:programaacua|h:www| s:http|h:org|h:programaacua| s:http|h:org|h:programaacua|h:www|;http://www.programaacua.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:14.084Z;1,57E+12;2019-11-14T13:47:38.288Z;;;;Activism;;;;;;;;;
1266;Politifact.com;IN;http://politifact.com http://www.politifact.com https://politifact.com https://www.politifact.com;s:https|h:com|h:politifact| s:https|h:com|h:politifact|h:www| s:http|h:com|h:politifact| s:http|h:com|h:politifact|h:www|;http://www.politifact.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:14.305Z;1,57E+12;2019-11-14T13:44:09.156Z;press;;;;;;;;;;;;
1267;Russellsage.org;IN;http://russellsage.org http://www.russellsage.org https://russellsage.org https://www.russellsage.org;s:https|h:org|h:russellsage| s:https|h:org|h:russellsage|h:www| s:http|h:org|h:russellsage| s:http|h:org|h:russellsage|h:www|;http://www.russellsage.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:14.305Z;1,57E+12;2019-11-13T13:19:04.088Z;;;;;publishing;;;;;;;;
1269;Uic.edu;IN;http://uic.edu http://www.uic.edu https://uic.edu https://www.uic.edu;s:https|h:edu|h:uic| s:https|h:edu|h:uic|h:www| s:http|h:edu|h:uic| s:http|h:edu|h:uic|h:www|;http://www.uic.edu;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:14.305Z;1,57E+12;2019-11-07T14:12:08.440Z;;edu;;;;;;;;;;;
1271;Allmusic.com;IN;http://allmusic.com http://www.allmusic.com https://allmusic.com https://www.allmusic.com;s:https|h:com|h:allmusic| s:https|h:com|h:allmusic|h:www| s:http|h:com|h:allmusic| s:http|h:com|h:allmusic|h:www|;http://allmusic.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:16.416Z;1,57E+12;2019-11-07T14:28:30.054Z;;;;;music & dance service & prod;;;;;;;;
1272;Desmemoriados.com;IN;http://desmemoriados.com http://www.desmemoriados.com https://desmemoriados.com https://www.desmemoriados.com;s:https|h:com|h:desmemoriados| s:https|h:com|h:desmemoriados|h:www| s:http|h:com|h:desmemoriados| s:http|h:com|h:desmemoriados|h:www|;http://www.desmemoriados.com;;FALSE;UNCRAWLED;UNINDEXED;2;0;2;2;0;1,57E+12;2019-10-30T14:06:16.416Z;1,57E+12;2019-11-13T14:56:52.971Z;;;;Cultural Heritage;;;;;;;;;
1274;Alen-Lauzan.blogspot.com;IN;http://alen-lauzan.blogspot.com http://www.alen-lauzan.blogspot.com https://alen-lauzan.blogspot.com https://www.alen-lauzan.blogspot.com;s:https|h:blogspot.com|h:alen-lauzan| s:https|h:blogspot.com|h:alen-lauzan|h:www| s:http|h:blogspot.com|h:alen-lauzan| s:http|h:blogspot.com|h:alen-lauzan|h:www|;https://alen-lauzan.blogspot.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:16.590Z;1,57E+12;2019-11-07T15:49:55.173Z;;;;;Cult & Lit blogging;;;;;;;;
1275;Cubasi.com;IN;http://cubasi.com http://www.cubasi.com https://cubasi.com https://www.cubasi.com;s:https|h:com|h:cubasi| s:https|h:com|h:cubasi|h:www| s:http|h:com|h:cubasi| s:http|h:com|h:cubasi|h:www|;http://www.cubasi.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:17.716Z;1,57E+12;2019-11-13T14:44:12.391Z;press;;;;;;;;;;;;
1276;Islalocal.com;IN;http://islalocal.com http://www.islalocal.com https://islalocal.com https://www.islalocal.com;s:https|h:com|h:islalocal| s:https|h:com|h:islalocal|h:www| s:http|h:com|h:islalocal| s:http|h:com|h:islalocal|h:www|;http://www.islalocal.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:17.716Z;1,57E+12;2019-11-07T14:54:52.932Z;press;;;;;;;;;;;;
1277;Cubaplatform.org;IN;http://cubaplatform.org http://www.cubaplatform.org https://cubaplatform.org https://www.cubaplatform.org;s:https|h:org|h:cubaplatform| s:https|h:org|h:cubaplatform|h:www| s:http|h:org|h:cubaplatform| s:http|h:org|h:cubaplatform|h:www|;https://cubaplatform.org/constitution;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:17.717Z;1,57E+12;2019-11-13T14:41:41.199Z;;;Foundations/NGOs;;;;;;;;;;
1278;Tremendanota.com;IN;http://tremendanota.com http://www.tremendanota.com https://tremendanota.com https://www.tremendanota.com;s:https|h:com|h:tremendanota| s:https|h:com|h:tremendanota|h:www| s:http|h:com|h:tremendanota| s:http|h:com|h:tremendanota|h:www|;http://www.tremendanota.com;;FALSE;UNCRAWLED;UNINDEXED;3;0;3;4;0;1,57E+12;2019-10-30T14:06:17.717Z;1,57E+12;2019-11-14T14:30:07.684Z;press;;;;;;;;;;;;
1279;Elpais.com.uy;IN;http://elpais.com.uy http://www.elpais.com.uy https://elpais.com.uy https://www.elpais.com.uy;s:https|h:com.uy|h:elpais| s:https|h:com.uy|h:elpais|h:www| s:http|h:com.uy|h:elpais| s:http|h:com.uy|h:elpais|h:www|;http://www.elpais.com.uy;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:17.717Z;1,57E+12;2019-11-08T17:11:48.981Z;press;;;;;;;;;;;;
1280;Parlamentocubano.cu;IN;http://parlamentocubano.cu http://www.parlamentocubano.cu https://parlamentocubano.cu https://www.parlamentocubano.cu;s:https|h:cu|h:parlamentocubano| s:https|h:cu|h:parlamentocubano|h:www| s:http|h:cu|h:parlamentocubano| s:http|h:cu|h:parlamentocubano|h:www|;http://www.parlamentocubano.cu;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:17.716Z;1,57E+12;2019-11-07T15:07:28.615Z;press;;Cuban govt;;;;;;;;;;
1281;Cubaenmiami.com;IN;http://cubaenmiami.com http://www.cubaenmiami.com https://cubaenmiami.com https://www.cubaenmiami.com;s:https|h:com|h:cubaenmiami| s:https|h:com|h:cubaenmiami|h:www| s:http|h:com|h:cubaenmiami| s:http|h:com|h:cubaenmiami|h:www|;http://www.cubaenmiami.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:17.716Z;1,57E+12;2019-11-13T14:37:08.622Z;press;;Foundations/NGOs;;;;;;;;;;
1283;Aclufl.org;IN;http://aclufl.org http://www.aclufl.org https://aclufl.org https://www.aclufl.org;s:https|h:org|h:aclufl| s:https|h:org|h:aclufl|h:www| s:http|h:org|h:aclufl| s:http|h:org|h:aclufl|h:www|;http://www.aclufl.org/body_artcensor0600.html;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:17.899Z;1,57E+12;2019-11-07T20:49:47.239Z;;;;;;;;resources;;;;;
1284;Sanctionlaw.com;IN;http://sanctionlaw.com http://www.sanctionlaw.com https://sanctionlaw.com https://www.sanctionlaw.com;s:https|h:com|h:sanctionlaw| s:https|h:com|h:sanctionlaw|h:www| s:http|h:com|h:sanctionlaw| s:http|h:com|h:sanctionlaw|h:www|;https://sanctionlaw.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:17.899Z;1,57E+12;2019-11-14T14:04:54.255Z;blogs;;;;;;;;;;;;
1286;Saberesafricanos.net;IN;http://saberesafricanos.net http://www.saberesafricanos.net https://saberesafricanos.net https://www.saberesafricanos.net;s:https|h:net|h:saberesafricanos| s:https|h:net|h:saberesafricanos|h:www| s:http|h:net|h:saberesafricanos| s:http|h:net|h:saberesafricanos|h:www|;http://www.saberesafricanos.net;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:18.530Z;1,57E+12;2019-11-14T14:02:20.053Z;;;;resources;;;;;;;;;
1288;Intrepidreport.com;IN;http://intrepidreport.com http://www.intrepidreport.com https://intrepidreport.com https://www.intrepidreport.com;s:https|h:com|h:intrepidreport| s:https|h:com|h:intrepidreport|h:www| s:http|h:com|h:intrepidreport| s:http|h:com|h:intrepidreport|h:www|;http://www.intrepidreport.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:18.530Z;1,57E+12;2019-11-13T13:11:57.022Z;press;;;;;;;;;;;;
1289;Orinocotribune.com;IN;http://orinocotribune.com http://www.orinocotribune.com https://orinocotribune.com https://www.orinocotribune.com;s:https|h:com|h:orinocotribune| s:https|h:com|h:orinocotribune|h:www| s:http|h:com|h:orinocotribune| s:http|h:com|h:orinocotribune|h:www|;http://orinocotribune.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;3;0;1,57E+12;2019-10-30T14:06:18.530Z;1,57E+12;2019-11-08T17:17:09.309Z;press;;;;;;;;;;;;
1290;Pnas.org;IN;http://pnas.org http://www.pnas.org https://pnas.org https://www.pnas.org;s:https|h:org|h:pnas| s:https|h:org|h:pnas|h:www| s:http|h:org|h:pnas| s:http|h:org|h:pnas|h:www|;http://www.pnas.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:18.530Z;1,57E+12;2019-11-14T13:41:29.576Z;;;museums/cult. centers;;;;;;;;;;
1292;Therealnews.com;IN;http://therealnews.com http://www.therealnews.com https://therealnews.com https://www.therealnews.com;s:https|h:com|h:therealnews| s:https|h:com|h:therealnews|h:www| s:http|h:com|h:therealnews| s:http|h:com|h:therealnews|h:www|;http://www.therealnews.com;;FALSE;UNCRAWLED;UNINDEXED;2;0;2;2;0;1,57E+12;2019-10-30T14:06:18.530Z;1,57E+12;2019-11-07T14:33:47.287Z;press;;;;;;;;;;;;
1293;Slate.com;IN;http://slate.com http://www.slate.com https://slate.com https://www.slate.com;s:https|h:com|h:slate| s:https|h:com|h:slate|h:www| s:http|h:com|h:slate| s:http|h:com|h:slate|h:www|;http://www.slate.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:18.530Z;1,57E+12;2019-11-08T17:17:09.325Z;press;;;;;;;;;;;;
1294;Venezuelanalysis.com;IN;http://venezuelanalysis.com http://www.venezuelanalysis.com https://venezuelanalysis.com https://www.venezuelanalysis.com;s:https|h:com|h:venezuelanalysis| s:https|h:com|h:venezuelanalysis|h:www| s:http|h:com|h:venezuelanalysis| s:http|h:com|h:venezuelanalysis|h:www|;http://www.venezuelanalysis.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;6;0;1,57E+12;2019-10-30T14:06:18.530Z;1,57E+12;2019-11-14T14:33:56.342Z;press;;;;;;;;;;;;
1295;Newpittsburghcourieronline.com;IN;http://newpittsburghcourieronline.com http://www.newpittsburghcourieronline.com https://newpittsburghcourieronline.com https://www.newpittsburghcourieronline.com;s:https|h:com|h:newpittsburghcourieronline| s:https|h:com|h:newpittsburghcourieronline|h:www| s:http|h:com|h:newpittsburghcourieronline| s:http|h:com|h:newpittsburghcourieronline|h:www|;http://www.newpittsburghcourieronline.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:18.530Z;1,57E+12;2019-11-08T17:17:09.303Z;press;;;;;;;;;;;;
1296;Blackagendareport.com;IN;http://blackagendareport.com http://www.blackagendareport.com https://blackagendareport.com https://www.blackagendareport.com;s:https|h:com|h:blackagendareport| s:https|h:com|h:blackagendareport|h:www| s:http|h:com|h:blackagendareport| s:http|h:com|h:blackagendareport|h:www|;http://www.blackagendareport.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:18.530Z;1,57E+12;2019-11-08T16:49:19.025Z;black press;;;;;;;;;;;;
1299;Vheadline.com;IN;http://vheadline.com http://www.vheadline.com https://vheadline.com https://www.vheadline.com;s:https|h:com|h:vheadline| s:https|h:com|h:vheadline|h:www| s:http|h:com|h:vheadline| s:http|h:com|h:vheadline|h:www|;http://www.vheadline.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:18.814Z;1,57E+12;2019-11-14T14:35:13.650Z;press;;;;;;;;;;;;
1301;Abn.info.ve;IN;http://abn.info.ve http://www.abn.info.ve https://abn.info.ve https://www.abn.info.ve;s:https|h:info.ve|h:abn| s:https|h:info.ve|h:abn|h:www| s:http|h:info.ve|h:abn| s:http|h:info.ve|h:abn|h:www|;http://www.abn.info.ve;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;2;0;1,57E+12;2019-10-30T14:06:18.814Z;1,57E+12;2019-11-07T14:36:33.605Z;press;;;;;;;;;;;;
1305;Dailycollegian.com;IN;http://dailycollegian.com http://www.dailycollegian.com https://dailycollegian.com https://www.dailycollegian.com;s:https|h:com|h:dailycollegian| s:https|h:com|h:dailycollegian|h:www| s:http|h:com|h:dailycollegian| s:http|h:com|h:dailycollegian|h:www|;http://www.dailycollegian.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:18.814Z;1,57E+12;2019-11-13T13:11:56.964Z;press;;;;;;;;;;;;
1310;Cimarrones-Peru.org;IN;http://cimarrones-peru.org http://www.cimarrones-peru.org https://cimarrones-peru.org https://www.cimarrones-peru.org;s:https|h:org|h:cimarrones-peru| s:https|h:org|h:cimarrones-peru|h:www| s:http|h:org|h:cimarrones-peru| s:http|h:org|h:cimarrones-peru|h:www|;http://www.cimarrones-peru.org/mujeres-afrocaribenhas.php;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:19.490Z;1,57E+12;2019-11-13T13:54:36.045Z;;;;blog;;;;;;;;;
1311;Mujeresafro.org;IN;http://mujeresafro.org http://www.mujeresafro.org https://mujeresafro.org https://www.mujeresafro.org;s:https|h:org|h:mujeresafro| s:https|h:org|h:mujeresafro|h:www| s:http|h:org|h:mujeresafro| s:http|h:org|h:mujeresafro|h:www|;http://www.mujeresafro.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:19.490Z;1,57E+12;2019-11-13T20:57:18.380Z;;;;feminism;;;;;;;;;
1312;Oas.org;IN;http://oas.org http://www.oas.org https://oas.org https://www.oas.org;s:https|h:org|h:oas| s:https|h:org|h:oas|h:www| s:http|h:org|h:oas| s:http|h:org|h:oas|h:www|;http://www.oas.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:19.490Z;1,57E+12;2019-11-13T21:05:46.293Z;;;int'l orgs;;;;;;;;;;
1313;Fraternitebj.info;IN;http://fraternitebj.info http://www.fraternitebj.info https://fraternitebj.info https://www.fraternitebj.info;s:https|h:info|h:fraternitebj| s:https|h:info|h:fraternitebj|h:www| s:http|h:info|h:fraternitebj| s:http|h:info|h:fraternitebj|h:www|;http://www.fraternitebj.info;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:20.929Z;1,57E+12;2019-11-07T14:36:33.608Z;press;;;;;;;;;;;;
1314;Allafrica.com;IN;http://allafrica.com http://www.allafrica.com https://allafrica.com https://www.allafrica.com;s:https|h:com|h:allafrica| s:https|h:com|h:allafrica|h:www| s:http|h:com|h:allafrica| s:http|h:com|h:allafrica|h:www|;http://www.allafrica.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:20.929Z;1,57E+12;2019-11-08T16:18:42.276Z;;;;;;;culture;;;;;;
1316;Jamaicaobserver.com;IN;http://jamaicaobserver.com http://www.jamaicaobserver.com https://jamaicaobserver.com https://www.jamaicaobserver.com;s:https|h:com|h:jamaicaobserver| s:https|h:com|h:jamaicaobserver|h:www| s:http|h:com|h:jamaicaobserver| s:http|h:com|h:jamaicaobserver|h:www|;http://www.jamaicaobserver.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:20.929Z;1,57E+12;2019-11-13T13:11:57.007Z;press;;;;;;;;;;;;
1317;Lanouvelletribune.info;IN;http://lanouvelletribune.info http://www.lanouvelletribune.info https://lanouvelletribune.info https://www.lanouvelletribune.info;s:https|h:info|h:lanouvelletribune| s:https|h:info|h:lanouvelletribune|h:www| s:http|h:info|h:lanouvelletribune| s:http|h:info|h:lanouvelletribune|h:www|;http://www.lanouvelletribune.info;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:20.929Z;1,57E+12;2019-11-07T14:36:33.611Z;press;;;;;;;;;;;;
1318;24Haubenin.info;IN;http://24haubenin.info http://www.24haubenin.info https://24haubenin.info https://www.24haubenin.info;s:https|h:info|h:24haubenin| s:https|h:info|h:24haubenin|h:www| s:http|h:info|h:24haubenin| s:http|h:info|h:24haubenin|h:www|;http://www.24haubenin.info;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:20.929Z;1,57E+12;2019-11-07T14:36:33.604Z;press;;;;;;;;;;;;
1319;Agencebeninpresse.info;IN;http://agencebeninpresse.info http://www.agencebeninpresse.info https://agencebeninpresse.info https://www.agencebeninpresse.info;s:https|h:info|h:agencebeninpresse| s:https|h:info|h:agencebeninpresse|h:www| s:http|h:info|h:agencebeninpresse| s:http|h:info|h:agencebeninpresse|h:www|;http://www.agencebeninpresse.info;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:20.929Z;1,57E+12;2019-11-07T14:36:33.606Z;press;;;;;;;;;;;;
1320;Openedition.org;IN;http://openedition.org http://www.openedition.org https://openedition.org https://www.openedition.org;s:https|h:org|h:openedition| s:https|h:org|h:openedition|h:www| s:http|h:org|h:openedition| s:http|h:org|h:openedition|h:www|;http://www.openedition.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:20.929Z;1,57E+12;2019-11-13T13:21:40.370Z;;academic resources;;;;;;;;;;;
1321;Lacasaencendida.es;IN;http://lacasaencendida.es http://www.lacasaencendida.es https://lacasaencendida.es https://www.lacasaencendida.es;s:https|h:es|h:lacasaencendida| s:https|h:es|h:lacasaencendida|h:www| s:http|h:es|h:lacasaencendida| s:http|h:es|h:lacasaencendida|h:www|;http://www.lacasaencendida.es;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;3;0;1,57E+12;2019-10-30T14:06:24.076Z;1,57E+12;2019-11-13T16:00:26.094Z;;;Foundations/NGOs;;;;;;;;;;
1322;Pagina12.com.ar;IN;http://pagina12.com.ar http://www.pagina12.com.ar https://pagina12.com.ar https://www.pagina12.com.ar;s:https|h:com.ar|h:pagina12| s:https|h:com.ar|h:pagina12|h:www| s:http|h:com.ar|h:pagina12| s:http|h:com.ar|h:pagina12|h:www|;https://www.pagina12.com.ar/101746-un-crimen-politico;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:33.709Z;1,57E+12;2019-11-14T13:34:34.574Z;press;;;;;;;;;;;;
1323;Freshfm.net;IN;http://freshfm.net http://www.freshfm.net https://freshfm.net https://www.freshfm.net;s:https|h:net|h:freshfm| s:https|h:net|h:freshfm|h:www| s:http|h:net|h:freshfm| s:http|h:net|h:freshfm|h:www|;http://www.freshfm.net;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:06:33.709Z;1,57E+12;2019-11-13T15:23:18.524Z;radio;;;;;;;;;;;;
1326;Facebok.com;IN;http://facebok.com http://www.facebok.com https://facebok.com https://www.facebok.com;s:https|h:com|h:facebok| s:https|h:com|h:facebok|h:www| s:http|h:com|h:facebok| s:http|h:com|h:facebok|h:www|;http://www.facebok.com/afrofeminas;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:07:04.299Z;1,57E+12;2019-11-13T15:14:43.412Z;;;;feminism;;;;;;;;;
1327;Theblackchoice.com;IN;http://theblackchoice.com http://www.theblackchoice.com https://theblackchoice.com https://www.theblackchoice.com;s:https|h:com|h:theblackchoice| s:https|h:com|h:theblackchoice|h:www| s:http|h:com|h:theblackchoice| s:http|h:com|h:theblackchoice|h:www|;http://www.theblackchoice.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:07:27.199Z;1,57E+12;2019-11-13T13:18:15.675Z;;;;;;;;resources;;;;;
1328;Lasexta.com;IN;http://lasexta.com http://www.lasexta.com https://lasexta.com https://www.lasexta.com;s:https|h:com|h:lasexta| s:https|h:com|h:lasexta|h:www| s:http|h:com|h:lasexta| s:http|h:com|h:lasexta|h:www|;http://www.lasexta.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:07:27.199Z;1,57E+12;2019-11-08T17:14:14.778Z;press;;;;;;;;;;;;
1329;Sigloxxieditores.com;IN;http://sigloxxieditores.com http://www.sigloxxieditores.com https://sigloxxieditores.com https://www.sigloxxieditores.com;s:https|h:com|h:sigloxxieditores| s:https|h:com|h:sigloxxieditores|h:www| s:http|h:com|h:sigloxxieditores| s:http|h:com|h:sigloxxieditores|h:www|;http://www.sigloxxieditores.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:07:27.199Z;1,57E+12;2019-11-07T14:49:32.337Z;;;;;publishing;;;;;;;;
1330;Todoliteratura.es;IN;http://todoliteratura.es http://www.todoliteratura.es https://todoliteratura.es https://www.todoliteratura.es;s:https|h:es|h:todoliteratura| s:https|h:es|h:todoliteratura|h:www| s:http|h:es|h:todoliteratura| s:http|h:es|h:todoliteratura|h:www|;http://www.todoliteratura.es;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:07:27.199Z;1,57E+12;2019-11-14T14:29:10.553Z;;;;;Cult & Lit blogging;;;;;;;;
1331;Calle19Septiembre.blogspot.com;IN;http://calle19septiembre.blogspot.com http://www.calle19septiembre.blogspot.com https://calle19septiembre.blogspot.com https://www.calle19septiembre.blogspot.com;s:https|h:blogspot.com|h:calle19septiembre| s:https|h:blogspot.com|h:calle19septiembre|h:www| s:http|h:blogspot.com|h:calle19septiembre| s:http|h:blogspot.com|h:calle19septiembre|h:www|;http://calle19septiembre.blogspot.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;2;0;1,57E+12;2019-10-30T14:07:37.857Z;1,57E+12;2019-11-07T20:53:28.677Z;;;;;;;history;;;;;;
1332;Latorredearmor.blogspot.com;IN;http://latorredearmor.blogspot.com http://www.latorredearmor.blogspot.com https://latorredearmor.blogspot.com https://www.latorredearmor.blogspot.com;s:https|h:blogspot.com|h:latorredearmor| s:https|h:blogspot.com|h:latorredearmor|h:www| s:http|h:blogspot.com|h:latorredearmor| s:http|h:blogspot.com|h:latorredearmor|h:www|;http://www.latorredearmor.blogspot.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:07:37.857Z;1,57E+12;2019-11-08T13:49:34.110Z;;;;;;personal blogs;;;;;;;
1334;Scielo.org.co;IN;http://scielo.org.co http://www.scielo.org.co https://scielo.org.co https://www.scielo.org.co;s:https|h:org.co|h:scielo| s:https|h:org.co|h:scielo|h:www| s:http|h:org.co|h:scielo| s:http|h:org.co|h:scielo|h:www|;http://www.scielo.org.co;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:07:44.287Z;1,57E+12;2019-11-14T14:09:11.029Z;;;;;;;;;web commons;;;;
